symbol,sector,setup,entry_date,exit_date,entry_price,exit_price,qty,gross_pnl,costs,net_pnl,r_multiple,bars_held,exit_reason,mae_r,mfe_r,regime_at_entry,entry_rank,entry_score,f_ema_fast,f_ema_slow,f_ema_pull,f_ema_slow_slope,f_atr,f_atr_pct,f_adx,f_rsi_fast,f_rsi_14,f_roc_21,f_roc_63,f_roc_126,f_mom,f_hh_52w,f_pct_below_52w,f_donchian_high,f_structure_low,f_vol_avg,f_vol_ratio,f_turnover_med,f_dist_ema_atr,f_rs_index,f_gap,f_close
GAIL,Energy,pullback,2019-07-09,2019-07-12,154.36614577424484,145.54769194349967,59,-520.288776013965,85.43613531152604,-573.2474943908774,-1.1240772490429627,3,stop_initial,-0.8677951662502854,0.589090157108167,risk_on,5,1.0670259415948067,141.95781420706018,125.45456403896242,150.98255400634793,0.05348828620841295,5.639046270549194,0.03660337639746321,36.99942058090606,61.53777376702957,61.585106409605025,0.07000961817190943,0.2627142436012573,0.21085929513878954,1.789683792320027,163.67475510254826,0.05875472171090823,163.67475510254826,148.91644861996676,12463351.175776314,0.9838917995876627,1820262424.3963397,0.5454001016291572,0.1671007853422395,0.0010263558214700375,154.05809041539698
TITAN,Consumer,breakout,2019-08-07,2019-09-11,502.13412777787283,512.0822283491997,17,169.1177097125564,83.8025293817058,115.75527992448849,0.2289151343695517,24,stop_trail,-0.27230885660888776,1.9770121375851937,risk_on,7,0.2537569746218234,455.97182701753246,415.2470502753177,478.13616399604,0.0353288491270396,16.479396811704184,0.032974042660744184,34.90098632145286,79.04819928742072,69.2634926998521,0.12827378912346954,0.26037811933883637,0.35252569806167844,1.0070718522334443,512.1125164070083,0.02410357863246604,499.4056756638988,472.99032903613914,13954952.17978377,1.5831517896044252,6374034019.1330805,1.312706305349587,0.15483487832880138,-0.0002525811939083633,499.768772099122
ULTRACEMCO,Cement,pullback,2019-09-12,2019-09-16,1177.7466273977227,1101.04089421701,7,-536.9401322649892,79.34868337175814,-586.8901703983929,-1.112207895690226,2,stop_initial,-0.5168205969017746,0.05181432060900293,risk_on,2,1.6372042776541709,1081.6615767348383,878.1980721555373,1135.6938417243125,0.07360046097507555,49.197288613746004,0.0420438436873125,36.38677894789928,70.89443759706367,59.83182313638101,0.11615014173283944,0.39617274933396507,0.6482845163375333,3.3593474473696734,1248.1890534772672,0.06252782562810544,1248.1890534772672,1101.6796093639111,4268168.986673686,0.9644879432165532,4711160672.293739,0.7002146914371425,0.24572571416623368,-0.004829054930093779,1170.1425059905307
BRITANNIA,FMCG,pullback,2019-07-15,2019-10-04,2219.3960647085964,2818.398686281094,4,2396.01048628999,93.79988275538334,2333.867782485824,5.298725095656215,57,stop_trail,-0.17740395206354503,8.388144384677538,risk_on,2,1.8925714559497395,2045.9943083278924,1719.482133781501,2165.71693986351,0.06676338970737472,71.63633840868356,0.032246201368845664,38.46366097627381,69.02489872995143,63.41348198078843,0.054412489014929566,0.41102569833213565,0.4174347514779406,2.2399199062460484,2251.866577507659,0.013465761124048181,2251.866577507659,2126.4588742717133,1003222.3693971613,1.2881660348572914,2044404511.5058649,0.7793047700136997,0.30762537435340587,0.00925761287926119,2221.543480091713
ABB,CapitalGoods,pullback,2019-10-21,2019-11-14,342.6971498244462,323.852928335224,28,-527.6382016982218,88.81902309885767,-582.2399094679088,-1.1267480250250244,18,stop_initial,-0.9978523433924152,0.4765300273473589,neutral,7,0.20143640948266975,330.1813197089423,296.4958646118028,340.9626597778689,0.04048688304758419,12.02959158623226,0.035253210344095176,18.953891045194545,65.31314768031191,51.98769305447932,-0.03212338397285719,0.15809901885781685,0.41084501113771243,1.074378048183517,366.9980833152547,0.07020241343961031,366.9980833152547,330.7222293551849,13118429.659916284,1.4921097422667235,4614055363.431129,0.022550421516736655,0.13303422853549174,-0.0006880998554027462,341.23393213881263
TITAN,Consumer,pullback,2019-10-10,2019-11-18,576.5741915687503,575.2219119442649,17,-22.988753616251643,91.98489847353254,-80.02088779124243,-0.15408741751338653,27,time_stop,-0.9222946648937785,0.8057014951107054,neutral,8,0.5181588083797285,536.3678290461592,461.6963355643474,561.7618471506319,0.054244466290725546,19.904837168852396,0.03482144727290179,51.400444335211,64.23188593344992,60.141334505155356,0.08110311297014738,0.27722407248487824,0.4550417763500558,1.4570280639484174,597.7307453886373,0.04367344249513205,597.7307453886373,550.826666557291,12709832.04768582,1.0959623192855725,6570588423.581684,0.4955548652835848,0.19633448073220494,0.000502748445479595,571.6257860523342
CIPLA,Pharma,pullback,2019-11-13,2019-11-21,186.13612700527554,175.24366779395336,49,-533.7305013547866,85.4814550315106,-586.6879407313165,-1.1208874276165581,6,stop_initial,-0.9616714146933423,0.32518040413567056,risk_on,1,2.453487675783462,172.39261618835133,140.58738516124183,181.67070927559402,0.07583214840464292,6.72820926926294,0.03625810923008883,21.95814367150952,80.35951545278282,62.37751508915205,0.07644662226996446,0.3111618920905126,0.6017190601196751,3.432410269116695,193.18174333227424,0.0394316849976708,193.18174333227424,175.98537001370184,12504176.30188841,0.6278155285078463,2201432073.826646,0.578690740802066,0.22180868690921263,0.0036415762942718644,185.56426168189512
CGPOWER,CapitalGoods,pullback,2019-07-15,2019-11-29,106.73147681857361,126.50533008264053,93,1838.968353558223,99.21862199123314,1775.1456247228366,3.4962935259901746,97,stop_trail,-0.3884725532467134,5.994506480374112,risk_on,12,0.049940343806805496,100.68538612409586,92.48886768906867,104.71848489483102,0.03369406947937459,3.5543023778884435,0.03348371324199092,37.583380688936025,60.43907163208852,59.93897712537654,-0.012026166687594375,0.16067789322401427,0.07979954336907391,0.7894118376802436,111.60132390136903,0.04884474512443082,111.60132390136903,102.59239261920058,56770133.541380264,0.851135645403766,5572488900.111685,0.40280781790916276,0.07562312041854913,0.004989491500128951,106.15018567985761
UNITDSPR,FMCG,pullback,2019-12-04,2019-12-06,686.3592645506834,643.2652100050532,12,-517.1286545475627,79.36112946611385,-567.1193641843151,-1.116696527990881,2,stop_initial,-0.8197971110711028,0.10902921887469093,neutral,7,0.82399874998135,645.83355172957,561.9421821409676,673.2278331501243,0.052794436481087725,27.665709956064518,0.040655559358831424,49.47736747838719,69.39218335275588,56.53135233199295,0.013648113253960537,0.19241479421371288,0.36650105146746537,1.2136065226316592,717.3177956044109,0.05134068888856558,717.3177956044109,651.2779540433578,1747910.0663777012,0.8706110930097604,1023892702.9681358,0.2625044753039822,0.21267071859256248,-0.004657836159215889,680.4902058260532
M&M,Auto,pullback,2020-01-14,2020-01-16,200.57603744996285,188.90634498990264,40,-466.78769840240875,78.04358819627917,-516.2213795530361,-1.0082721625546813,2,stop_trail,-0.5321193400458885,1.4258220217119166,risk_on,2,1.6518055508798293,186.49500137928328,157.6171099297711,194.83679458939457,0.06161706311594006,8.372833940915466,0.04187185433623081,24.0087561128539,80.00948001173253,61.92409786380673,0.013490349006294977,0.27069748685203776,0.5087364605158795,1.1045918695201584,206.01916035135278,0.02939467288720743,203.191790668495,188.3497527361812,14874454.323372092,0.889371569071555,2610883027.8605547,0.6122777510110926,0.23358411175299643,0.009413360148813332,199.96329452432764
BRITANNIA,FMCG,pullback,2020-01-01,2020-02-20,3207.3291145366234,3498.9835286073258,3,874.9632422121072,93.79917200966844,815.4757665290483,1.6380714390196958,36,stop_trail,-0.9638725340515476,3.708678959334609,neutral,4,0.46941075221708106,3153.0651207943843,2618.0668179483414,3196.148182415431,0.05699418013196156,108.06537679066768,0.03387950022876954,23.523016677596235,72.07489470150374,48.9852532872773,-0.0445160100607358,0.11253358685810033,0.4363994340023818,0.3813243488834831,3560.8042444447087,0.10421976052631488,3451.520775384485,3090.0187280506775,805503.7001417944,0.6581755085614139,2511744946.421685,-0.059687050555793396,0.1642044782378782,0.0033208215537230412,3189.6980788075957
CGPOWER,CapitalGoods,pullback,2020-02-17,2020-02-21,152.9478472635993,144.48640884118606,63,-533.070620612034,89.0811994331082,-587.7911735583265,-1.1257470461585803,4,stop_initial,-0.9249906983206626,0.4940856499618294,risk_on,11,0.26787289205172504,144.07655720898944,125.05907579444714,150.68437358257853,0.05492734752798656,5.403019323739485,0.03503834232422713,34.33096025925122,71.8216336029557,61.59378045569775,0.06666301670585151,0.1427950970003684,0.2857857823056602,0.43305674465807115,160.1844485680262,0.0373406820217681,160.1844485680262,147.70113091324737,39956109.68614878,2.080603730343603,5361157375.291437,0.6512429839324407,0.15098969236816795,-0.000794638735005293,154.20305200921527
CIPLA,Pharma,pullback,2020-06-22,2020-06-29,260.8700355771518,244.3584138000974,31,-511.86027508868597,78.33602841214068,-561.3584255473952,-1.1165552063280262,5,stop_initial,-0.8009360763871308,0.40949999317407937,risk_on,15,0.2369220174031486,238.12536336973912,200.02417928252518,252.19637803560693,0.06490550565882569,10.603580361023509,0.040663870610025694,41.54310752090873,71.33961687543736,64.62817000278619,0.07700629866188313,0.3286118021954132,0.48107233388314596,1.1641204213334497,274.1577854123372,0.0488626548519675,274.1577854123372,250.30680919225014,11197299.544749612,0.849533775398024,2556557104.01611,0.8077771697408739,0.16457020311744586,-0.003592367486821013,260.7617081687544
DRREDDY,Pharma,pullback,2020-07-20,2020-07-20,2721.1753429148425,2550.457193798379,3,-512.15444734939,78.86974471130463,-561.9133217124108,-1.117208811805303,0,stop_initial,0.0,0.0,risk_on,13,0.31791597056670096,2561.2414403234284,2434.2460014922094,2674.2195547927076,0.027557111217846986,109.59495119833464,0.0411410077377387,52.25829978433993,55.49321626645298,51.379900061486154,-0.024322824250577302,0.3575978029279676,0.043672533600175534,2.0209495319933644,2932.2452928107373,0.09152009712686737,2932.2452928107373,2613.605285046963,539111.7507041297,1.937808641616421,1315903691.619647,-0.09428934332118787,0.2153629338644305,0.0069593343287701614,2663.885918812899
TATAMOTORS,Auto,pullback,2020-06-26,2020-07-28,627.1167439304078,600.7783788440429,13,-342.39874612274355,79.37322225845742,-392.70035348100976,-0.7740504573634183,22,stop_trail,-0.8176725250853304,1.3966249953923504,risk_on,8,0.8448917327581941,578.368712215488,470.96461894056137,613.1371242740078,0.07748164280094727,25.515919434591716,0.04095922001195612,30.663162384149164,55.981574998082216,59.33435123986879,0.05252670983284369,0.3338611079538958,0.8737814898595959,1.948640321558686,650.2104787805328,0.04191160407233607,650.2104787805328,598.4216194785755,5845880.043075485,0.7662740244139338,3078720122.9722614,0.38493578024375036,0.14731375004876002,0.00725521173577115,622.959114630199
BOSCHLTD,Auto,pullback,2020-07-09,2020-08-04,43.93551986705024,42.378252110371626,201,-313.0108190924011,84.21304481689,-365.732662089861,-0.7151128324064742,18,stop_trail_gap,-0.9477045934629847,0.7519569430450849,risk_on,6,1.0216363038574034,40.513082907795756,33.72313296671527,43.422315616506054,0.07246944746022144,1.661190576126188,0.0376390816554453,51.28440604833031,46.53371389216846,58.80658345882764,0.03599981734103541,0.32121818339132724,0.5716270224423199,2.658633679201574,47.18260007434643,0.06459740515172185,47.18260007434643,42.33483706659823,108169361.62140326,0.9930567045355617,3958459962.988901,0.42885562617834205,0.1698905073255479,0.007963096660679181,44.13472654123221
IOC,Energy,pullback,2020-07-20,2020-08-04,1134.8919599794497,1119.631128812741,9,-137.34748050037751,94.47352800470196,-195.3981155897535,-0.3859961272434493,11,stop_trail,-0.9573728651144646,0.8743526459973496,risk_on,18,0.024895599083848807,1082.7102005306315,934.0902220651392,1130.823541608867,0.05459236244589616,36.5907904444053,0.032086876135048154,23.450228766367296,65.45204603884203,56.31402324442949,0.046598712844508006,0.22584569547470856,0.2914167529451419,1.2177689547490278,1204.4319464716905,0.05319163269713778,1204.4319464716905,1119.0873114377766,3540718.653209469,1.1333681199883474,3937840719.6523275,0.2607952176354735,0.09741443136106365,-0.0010811853355500167,1140.3662447662696
BOSCHLTD,Auto,pullback,2020-08-06,2020-08-11,43.82898284476618,42.24778223287727,195,-308.33411931833746,82.24263717110755,-360.0996725239231,-0.7210988943797743,3,stop_trail_gap,-0.7741843566660433,0.46269505025589724,neutral,8,0.30138145216625234,42.16511524861115,35.50763390009917,43.424545837906095,0.05619347713911327,1.6675631743471777,0.038050596761170535,27.539534478705047,71.90507058902645,54.183407760354406,0.012693090278229624,0.21485726412645167,0.5588628763671415,1.5290599632761028,47.18260007434643,0.07116418346918452,45.848833174110275,41.5241373715422,95107192.6961821,1.0719174003787069,4061193637.2321515,0.24007667856608556,0.12153516307778967,0.006608822075744758,43.824888866102484
UNITDSPR,FMCG,pullback,2020-10-16,2020-10-29,896.8635113711883,892.0123841110586,10,-48.51127260129715,86.07840850730774,-102.60781774747545,-0.21363896551281794,9,stop_trail_gap,-0.7056741331256244,1.1948632667058214,neutral,7,0.2427992229497966,837.5298263537322,737.5803769647099,868.6365784101233,0.04383438091066938,31.302440045151968,0.03505614509327112,36.27689939309677,80.55268975546844,62.129661235313826,0.030918785632546575,0.1512728437896722,0.38400466617028384,0.7989392527667208,908.8737894914351,0.01755000345340929,908.8737894914351,853.1152226134201,1663763.1508359513,0.8007020702147706,1269625886.2819724,0.7758651690408805,0.21648768175281496,-0.006497478883289665,892.9230513471472
GRASIM,Cement,pullback,2021-03-08,2021-03-10,534.2910176995517,515.248123837651,18,-342.77208951421403,89.60274927161589,-398.08007732916326,-0.8079023115574617,2,stop_trail,-0.598568491336462,0.2233244132961844,risk_on,11,0.06698717433663567,521.2885616357335,507.4701348729425,530.3368259405898,0.011212974595773861,16.532537208004687,0.03083498606566948,19.182174793077138,70.73606471285616,56.79485247169389,0.030048796953525025,0.15983640747219074,0.13306735519420054,0.5633034158995088,572.5433761621055,0.06354404076318532,548.9115266211727,511.9879249621056,12845242.368965898,0.9525515372618067,6460675427.527851,0.3523252671198447,0.15511822397693642,0.007347528330634789,536.1616565285689
SBILIFE,Financials,pullback,2021-12-28,2021-12-30,46.16750860378104,43.865686508036795,221,-508.70268315947754,93.1270305994646,-565.446075866395,-1.1375913669788216,2,stop_initial,-0.8535011707177522,0.08131887406407949,risk_on,11,0.2740463524803578,42.83261365666222,36.35964723277367,44.71023349853941,0.05944917111425441,1.3924780434366142,0.030314453852059206,41.987642022408,77.83787406490511,63.77736654426928,0.06574461908581575,0.1666193487058596,0.46489301523302795,1.0318600006789378,46.93683799924546,0.021355908250461852,46.82044771699153,43.96047615347309,23338228.326161377,0.3756013354312457,902672914.3619549,0.8791705553977748,0.10203518756603036,0.010335178404693002,45.934459193366784
LT,Infrastructure,pullback,2022-01-03,2022-01-03,207.55905561553575,195.67516105921234,42,-499.1235713655833,82.78356389829261,-550.8208817348051,-1.1258481871706898,0,stop_initial,0.0,0.0,risk_on,13,0.07829742903658968,195.03791255592975,172.46312913932863,202.95298381437058,0.043419143368732316,7.600019941571167,0.036880444597088106,19.40592247630978,56.29978369854779,59.31823548649899,0.043227685519273695,0.1860402900473921,0.5013251012463353,0.6677145193431877,215.16951870110765,0.04228159069036541,215.16951870110765,198.12995966019972,15303211.04574146,0.9518528249021299,2950008645.8446407,0.41037068217601763,0.1316934237170273,0.007161832344383168,206.07180918234448
LICI,Financials,pullback,2022-03-11,2022-03-15,168.22728998446803,158.48938173125757,51,-496.63332091373366,81.82895163358646,-547.86772512536,-1.1251650020642296,2,stop_initial,-0.6785238495233991,0.15742460724308316,risk_on,6,0.7066299739458648,162.38407533205591,142.54617352707982,168.38423458788236,0.050075396787324866,6.230574470128297,0.03741422945651581,30.19738457048237,63.52566544559649,48.281862000415714,-0.015584251319895825,0.18917263083452784,0.1808398502662132,1.3320865845804053,186.083247191492,0.10508042056153954,186.083247191492,158.69352012666548,18320067.234761126,0.7838179224796555,2739177191.66745,-0.2976761259529679,0.11566634200704828,0.005911518608744171,166.5295413171531
ITC,FMCG,pullback,2022-05-27,2022-06-03,3878.9901861387966,3544.3115091200357,3,-1004.0360310562828,101.44944551181003,-1063.988415129195,-1.0733683884824177,5,stop_initial,-0.8558411124359938,0.5138312890905006,risk_on,18,0.2579905537512456,3606.564655146027,2854.7499980644106,3806.729547446082,0.09089644087094562,217.0920970572216,0.05625449115032145,28.878210294585266,80.67649319748017,55.36917553072927,-0.0038814947264221855,0.4434672267294111,0.504324814237926,3.702868403643891,4205.325442206897,0.08232858778250507,4205.325442206897,3551.0912093358884,1147653.0009420905,0.8636788783764907,3920564697.4326797,0.24126806386819516,0.13459885745722078,-0.00657339839536164,3859.106937384164
POWERGRID,Power,pullback,2022-05-26,2022-07-01,258.01055956427837,254.09870243050003,46,-179.94542815380368,105.88397661724565,-243.50676766671464,-0.24666778278983723,26,stop_trail,-0.8820391032385545,1.4032126427202682,risk_on,16,0.3274285687157593,244.87731934551883,202.42261527823305,265.49032540780786,0.08541102724107352,14.100869841413779,0.05370295938499139,52.31349863605255,35.6819327326382,51.292047897973916,0.05757653298463716,0.4491789876368615,0.46735392029350686,3.994044283402538,297.2126063942601,0.1165530845384839,297.2126063942601,257.16794961107564,41638379.87016691,0.6256144063776341,11172346565.614803,-0.20699184414487645,0.12206025706761059,-0.002857713621235103,262.57156035528675
GAIL,Energy,pullback,2022-06-01,2022-07-06,591.2606975629747,589.5828655740879,25,-41.94579972216843,126.70276516948965,-115.9381507636624,-0.1183166759007331,25,time_stop,-0.7003680786098611,1.3293982105547255,risk_on,9,1.1212786778988941,548.3761953661983,418.5106021178527,592.8569405854473,0.11641886607723029,25.658143911326608,0.04355259977663186,40.1250309259813,37.17113985301278,52.55240123853319,0.04709216399337146,0.4822996895014853,0.7605313255009021,4.814659244341603,645.5753958072446,0.08743421402408835,645.5753958072446,572.3796575132144,3597520.5546313366,1.4819005105674696,2082272633.3815713,-0.14525298933465294,0.16938809936291066,-0.005859774669452977,589.1300184815484
JINDALSTEL,Metals,pullback,2022-07-22,2022-08-04,1370.7098283041753,1261.7862073837682,10,-1089.2362092040707,115.6176192030163,-1155.9747583136245,-1.076249847015691,9,stop_initial,-0.9648605074648369,0.4429206237580536,risk_on,19,0.04970070526639968,1232.5327169138984,1053.0152157850623,1321.248517184093,0.06416330241602353,66.34813512904361,0.04866350739752291,27.772058382581783,56.510171819592394,61.22842104106066,0.06876576505397125,0.43585604026068103,0.5624455836154303,2.830681953766686,1429.609816737421,0.046308764315377116,1429.609816737421,1263.961381600318,4275441.72503598,0.36750175684000047,5182956136.587059,0.6354034729851914,0.24846403023633434,-0.001814578573774761,1363.4063526711782
BOSCHLTD,Auto,pullback,2022-03-04,2022-08-09,70.20504207979572,104.988589297426,115,4000.107930027483,93.66822516260316,3935.229830004093,8.079546538879107,112,stop_trail,-0.47506095309326424,11.198440505066069,risk_on,9,0.2863929103567362,63.518206677726596,56.97081554645365,67.271841894782,0.043622320624557176,2.6655233451551825,0.03825430605472714,41.42164229867927,58.756812010422486,63.10917650481106,0.09608325194441347,0.20426715567006593,0.17314446731950817,0.9646573083325398,72.95720939269675,0.04493276001650193,72.95720939269675,65.85716080203794,55391512.261240005,0.6769976599621234,3284365124.3954787,0.9030867132243732,0.14893178830788956,-0.003492164282024368,69.67904061158103
TATAMOTORS,Auto,pullback,2022-05-27,2022-08-12,543.2056432719211,553.8862844409373,25,267.0160292254053,119.36766646828275,196.07470756837733,0.19796039139270954,55,stop_trail,-0.8344815319415051,2.4220137484665893,risk_on,20,0.018008929416374716,469.63644326787164,384.1906790741841,519.5928878126922,0.09836538937063088,25.97860803898309,0.04828128983333256,46.0752563280899,71.09262690961141,65.66143850992273,0.16968969362823505,0.38135821569598893,0.7361894989607207,2.447464750730636,582.6905363406745,0.07658048373886306,582.6905363406745,510.9626112814786,6950513.455662439,1.0598450711451648,3178308342.739473,0.71115917208623,0.08577972831357816,-0.0026375042188946374,538.0678131976481
HCLTECH,IT,pullback,2022-08-17,2022-08-18,552.1112706564224,519.8659105363096,33,-1064.0968839637248,147.22306089529138,-1146.3491827736973,-1.0985770540168458,1,stop_initial,-0.9614914569871805,0.47191884544233087,risk_on,4,1.3031580004672412,498.94846489502004,396.812664506993,538.8051574779381,0.09676382100691194,20.639354722458574,0.037386912320071686,41.619615858787526,64.92796017163101,63.08001954157168,0.06611447539869575,0.45673839726788157,0.8374238891259151,3.8322974655386925,575.84457907609,0.04132537352494725,575.84457907609,528.7411072085788,2866682.4222124545,0.8367760191004534,1308611233.9843566,0.6416106246338588,0.36993960999202713,0.00014544508634073416,552.0475867534545
DLF,Realty,pullback,2022-08-08,2022-08-23,479.6411785865745,442.0224435596268,19,-714.7559655120056,84.81025542278267,-767.068906640329,-0.7373929548060544,10,stop_trail,-0.3908211739815476,0.6257519541250147,risk_on,2,1.741264015277081,405.96720338593417,338.57221884193325,451.1284290989751,0.08661025926124055,24.602828125144452,0.051921111845960585,63.398143588293195,62.39379013224951,66.00992924230707,0.12118293540261282,0.6890810427285019,0.46332953783562814,6.057903059055905,500.14495931518513,0.05257431900845433,500.14495931518513,421.78427327911925,1040743.715357998,0.6903485737177252,427446873.19219434,0.9235421821884403,0.5902270212848153,0.008626752461092124,473.85017867367816
TORNTPHARM,Pharma,pullback,2022-08-23,2022-08-30,11023.08669546592,10384.160881417209,1,-638.9258140487109,98.40983625432719,-698.0276789068889,-1.1142594719943006,5,stop_initial,-0.6433992601202748,0.7622182402311009,risk_on,13,0.14538638440212232,9901.398720297062,8045.105801372326,10598.269235554273,0.08089745290159556,408.8253333461126,0.03742510874504638,54.223380458329736,63.72107905487236,64.43234655197782,0.11558775380648467,0.26321577875502133,0.7709898948818656,1.2146375185762395,11319.304265475927,0.03493849046703057,11319.304265475927,10417.273328053652,228731.05164978304,1.2431277592438599,2310524513.00216,0.7963195995813891,0.1727553480004662,-0.0036353454201653035,10923.824861303177
NAUKRI,IT,pullback,2022-08-10,2022-09-15,1350.2284980874474,1257.2468764845585,6,-557.8897296173336,78.27924125974292,-607.2797433962205,-0.6366735838417207,25,time_stop,-0.7378340194235481,0.551025987275263,risk_on,7,0.7140889313014065,1200.4220883046073,948.2747501862987,1297.6286117437894,0.0973826182447377,67.74407467541738,0.05026536493639251,37.099687659165674,77.34629008176503,65.46113223522175,0.08820035186335917,0.3148456632776788,0.9562881222955963,2.9293133130933917,1423.3937779697567,0.05315822256601066,1423.3937779697567,1196.35678319974,1354124.405089784,0.4368320664997329,1627255518.8155246,0.73954929958998,0.285852720283043,0.009080639654539091,1347.7286947213656
RELIANCE,Energy,pullback,2022-07-04,2022-10-10,2587.2125180923913,3093.857579718823,5,2533.2253081321596,122.6167215161849,2456.7381683141584,2.6763968617877874,69,stop_trail,-0.4834093885445015,5.116214529698094,risk_on,3,1.2503520965818071,2268.237091108546,1690.7461278054086,2478.963148240809,0.12365088014898262,120.32303848461798,0.04675851948777162,45.486370555060056,63.60256353756922,65.77356549937349,0.125536498336158,0.5553168780295006,0.9840321823690739,6.612588273073782,2699.2863689408823,0.046679181332235364,2699.2863689408823,2450.5805470251744,1100492.0381721184,0.5747663784237446,2515484774.801798,0.7839125740554561,0.26405441192687884,0.0002178277014885932,2573.2858910574596
ICICIBANK,Financials,pullback,2022-10-12,2022-10-19,672.4383553136872,615.7356381805814,21,-1190.757059795222,118.16299709456581,-1258.5642939625543,-1.0709163230534233,5,stop_initial,-0.9869364964828988,0.17494927752817072,risk_on,16,0.18449234324971853,634.8363597521411,536.534020608599,659.6874196298835,0.05904411314126756,36.771325177983336,0.05450013028502722,21.830666630342126,66.99717953418212,57.00340183317385,0.1004317690669363,0.24537891144352963,0.42162060513368327,1.7241136776687254,703.5158836414136,0.04095754331217971,703.5158836414136,626.266840343599,5000868.098196241,0.9392843726100534,3235385195.527589,0.40831222872191136,0.13398201349511463,0.012493820550659729,674.701601366364
ULTRACEMCO,Cement,pullback,2022-09-19,2022-10-25,1541.476737275212,1637.378138177808,6,575.4084054155769,90.1688169582741,518.2207262296648,0.5618016954757792,26,stop_trail,-0.4645726723488175,2.1446939013577526,risk_on,1,1.6711604274571075,1398.8438441647202,1075.0206896276623,1481.9443509064477,0.10053032272813578,70.47855621764157,0.04597302025977975,29.3054181337344,81.36789077268595,62.35346633152171,0.006356165680152959,0.3531850177436844,1.1350939222336245,3.029116279648874,1565.018291015089,0.020432100451167723,1565.018291015089,1388.0919583708517,3445623.219024225,1.1081841099996173,5034124842.198149,0.7250053338339542,0.2188510666007608,-0.010895244846189533,1533.041680085154
HYUNDAI,Auto,pullback,2022-10-28,2022-10-28,2710.7542479985987,2473.715654297103,5,-1185.1929685074788,114.21859655417526,-1251.0792542552142,-1.0689943996249178,0,stop_initial,0.0,0.0,risk_on,5,1.4474157419072842,2435.781591133309,1779.4674323350205,2652.7403578755543,0.14206694224473826,153.8783747973537,0.05664330047442856,54.61497398085811,66.50016170911192,58.24120919847515,0.0448743403164551,0.44310294216005763,0.9720500082413388,3.1710248538121952,2921.1693304946307,0.07002278599907819,2921.1693304946307,2562.611346813084,1150150.3184388229,2.063177524977015,2696775344.543886,0.415136680556357,0.28688510013872315,-0.02359468677202281,2716.6209155983347
POLYCAB,CapitalGoods,pullback,2022-08-31,2022-11-03,1967.8181576356485,2188.9630255954057,6,1326.8692077585433,110.60544387141702,1258.3668201308801,1.3101467382076315,46,stop_trail,-0.694713885165326,3.3148493944218327,risk_on,2,1.7690409125048732,1902.3522293944025,1411.105112957844,1962.8327491710104,0.105980596202919,105.14738476160551,0.053782822899784234,31.76309849535097,65.92924398246589,49.04269534981343,-0.09684518287680677,0.311567434008724,1.2055708089733064,3.6473847715309455,2231.3653193357254,0.12383842424109015,2231.3653193357254,1811.8921547952998,11922906.245763624,0.7208637587686957,22349979637.81088,-0.07414539986623538,0.20044018713638545,-0.01033964226651174,1955.0365542829722
IOC,Energy,pullback,2022-06-09,2022-11-30,3525.954150427704,5213.573352961938,4,6750.476810136937,144.18334228157622,6656.587222669483,7.7300785102081555,123,stop_trail,-0.27583639718241026,10.623160462720909,risk_on,11,0.48569461837048244,3253.724865231716,2526.084967226558,3482.239999616798,0.10347209321743489,140.70395465222006,0.04012266549857621,38.82994509110502,64.1135320888605,54.97516465855874,0.004550793305107659,0.55508443580716,0.5412936968443911,3.5099479004441516,3770.757601964152,0.06998937208050715,3770.757601964152,3388.1487389274935,1188557.3543844395,1.1034800437155023,4309837079.70232,0.17486818745713045,0.25312981573823734,0.0013869941870696678,3506.844645134882
ONGC,Energy,pullback,2022-11-14,2022-11-30,760.0630141751861,700.9021596227756,19,-1124.056236495801,120.62612077740329,-1193.1855138870048,-1.0768273538828232,12,stop_initial,-0.994094141359391,0.3867939728557242,risk_on,9,0.3989050570583885,695.9070070256254,590.0917792881344,735.1988861205242,0.06835030124395858,35.704180144819404,0.04738879869008504,29.99609454117726,84.82459325429723,58.782486261384975,-0.04741894901751764,0.4350517876571258,0.3984694985317503,2.2752027919383364,811.8078523623284,0.07190994748155966,811.1265402858229,699.520616404805,2937775.4304241897,1.1090545090636168,1982126603.044879,0.5106378619915405,0.2573416492078844,0.002269742235522232,753.4307923338356
SIEMENS,CapitalGoods,pullback,2022-06-01,2022-12-02,351.74546130638095,528.3527179440986,38,6711.07575223327,139.81414134834904,6618.925503469822,6.860851140774872,131,stop_trail,-0.5236127060981868,9.49386055071921,risk_on,7,1.2492589292172225,313.3963720555063,236.969053436148,347.70648079271274,0.1308869675368216,16.644173307914745,0.04724516753433342,46.589659610678936,44.99174204170986,58.096819972752556,0.12599942855246105,0.5784663289716894,0.7292275258523082,5.053339595514284,385.3352777199864,0.08574769261659099,385.3352777199864,338.95732731478955,7063610.757636215,0.49500765340064135,2231928517.000909,0.27560311312248714,0.24525408284024675,-0.0016411899377404282,352.29366677172425
